time,user,filtered_emg,gesture
33.063,3,183,Hand is Moving
33.165,3,165,Hand is Moving
33.265,3,141,Hand is Moving
33.366,3,116,Hand is Moving
33.466,3,107,Hand is Moving
33.566,3,95,Hand is Moving
33.667,3,83,Hand is Moving
33.767,3,70,Hand is Moving
33.868,3,58,Hand is Moving
33.969,3,46,Hand is Moving
34.069,3,34,Hand is at Rest
34.169,3,27,Hand is at Rest
34.27,3,22,Hand is at Rest
34.37,3,15,Hand is at Rest
34.47,3,9,Hand is at Rest
34.572,3,8,Hand is at Rest
34.672,3,7,Hand is at Rest
34.772,3,8,Hand is at Rest
34.873,3,9,Hand is at Rest
34.973,3,9,Hand is at Rest
35.074,3,9,Hand is at Rest
35.174,3,12,Hand is at Rest
35.274,3,14,Hand is at Rest
35.376,3,14,Hand is at Rest
35.476,3,14,Hand is at Rest
35.576,3,18,Hand is at Rest
35.677,3,21,Hand is at Rest
35.777,3,20,Hand is at Rest
35.877,3,19,Hand is at Rest
35.979,3,19,Hand is at Rest
36.079,3,18,Hand is at Rest
36.179,3,15,Hand is at Rest
36.28,3,14,Hand is at Rest
36.38,3,16,Hand is at Rest
36.481,3,16,Hand is at Rest
36.582,3,15,Hand is at Rest
36.682,3,16,Hand is at Rest
36.783,3,21,Hand is at Rest
36.883,3,30,Hand is at Rest
36.983,3,33,Hand is at Rest
37.084,3,35,Hand is at Rest
37.185,3,40,Hand is Moving
37.285,3,46,Hand is Moving
37.386,3,51,Hand is Moving
37.486,3,57,Hand is Moving
37.586,3,61,Hand is Moving
37.687,3,61,Hand is Moving
37.788,3,57,Hand is Moving
37.889,3,49,Hand is Moving
37.989,3,45,Hand is Moving
38.089,3,42,Hand is Moving
38.19,3,37,Hand is at Rest
38.29,3,31,Hand is at Rest
38.391,3,24,Hand is at Rest
38.492,3,19,Hand is at Rest
38.592,3,12,Hand is at Rest
38.692,3,11,Hand is at Rest
38.793,3,14,Hand is at Rest
38.893,3,17,Hand is at Rest
38.993,3,20,Hand is at Rest
39.095,3,22,Hand is at Rest
39.195,3,24,Hand is at Rest
39.296,3,24,Hand is at Rest
39.396,3,29,Hand is at Rest
39.496,3,29,Hand is at Rest
39.597,3,29,Hand is at Rest
39.698,3,27,Hand is at Rest
39.798,3,24,Hand is at Rest
39.899,3,21,Hand is at Rest
39.999,3,23,Hand is at Rest
40.099,3,24,Hand is at Rest
40.2,3,30,Hand is at Rest
40.301,3,33,Hand is at Rest
40.401,3,35,Hand is at Rest
40.502,3,36,Hand is at Rest
40.602,3,42,Hand is Moving
40.702,3,45,Hand is Moving
40.803,3,51,Hand is Moving
40.904,3,53,Hand is Moving
41.005,3,53,Hand is Moving
41.105,3,55,Hand is Moving
41.205,3,58,Hand is Moving
41.306,3,62,Hand is Moving
41.406,3,64,Hand is Moving
41.507,3,72,Hand is Moving
41.608,3,79,Hand is Moving
41.708,3,92,Hand is Moving
41.808,3,102,Hand is Moving
41.909,3,115,Hand is Moving
42.009,3,125,Hand is Moving
42.11,3,126,Hand is Moving
42.211,3,119,Hand is Moving
42.311,3,113,Hand is Moving
42.412,3,105,Hand is Moving
42.512,3,95,Hand is Moving
42.612,3,82,Hand is Moving
42.714,3,67,Hand is Moving
42.814,3,56,Hand is Moving
42.914,3,45,Hand is Moving
43.015,3,35,Hand is at Rest
43.115,3,28,Hand is at Rest
43.215,3,25,Hand is at Rest
43.316,3,27,Hand is at Rest
43.417,3,29,Hand is at Rest
43.517,3,27,Hand is at Rest
43.618,3,29,Hand is at Rest
43.718,3,28,Hand is at Rest
43.819,3,25,Hand is at Rest
43.919,3,20,Hand is at Rest
44.02,3,17,Hand is at Rest
44.121,3,17,Hand is at Rest
44.221,3,17,Hand is at Rest
44.321,3,17,Hand is at Rest
44.422,3,17,Hand is at Rest
44.522,3,21,Hand is at Rest
44.622,3,20,Hand is at Rest
44.724,3,22,Hand is at Rest
44.824,3,23,Hand is at Rest
44.924,3,23,Hand is at Rest
45.025,3,23,Hand is at Rest
45.125,3,25,Hand is at Rest
45.225,3,25,Hand is at Rest
45.327,3,25,Hand is at Rest
45.427,3,25,Hand is at Rest
45.528,3,29,Hand is at Rest
45.628,3,33,Hand is at Rest
45.728,3,39,Hand is Moving
45.829,3,44,Hand is Moving
45.93,3,58,Hand is Moving
46.03,3,72,Hand is Moving
46.131,3,73,Hand is Moving
46.231,3,77,Hand is Moving
46.331,3,86,Hand is Moving
46.432,3,82,Hand is Moving
46.533,3,85,Hand is Moving
46.633,3,86,Hand is Moving
46.734,3,89,Hand is Moving
46.834,3,94,Hand is Moving
46.935,3,88,Hand is Moving
47.035,3,83,Hand is Moving
47.136,3,87,Hand is Moving
47.237,3,84,Hand is Moving
47.337,3,72,Hand is Moving
47.437,3,74,Hand is Moving
47.538,3,65,Hand is Moving
47.638,3,61,Hand is Moving
47.739,3,49,Hand is Moving
47.84,3,36,Hand is at Rest
47.94,3,32,Hand is at Rest
48.04,3,25,Hand is at Rest
48.141,3,21,Hand is at Rest
48.241,3,21,Hand is at Rest
48.342,3,24,Hand is at Rest
48.443,3,27,Hand is at Rest
48.543,3,26,Hand is at Rest
48.644,3,24,Hand is at Rest
48.744,3,25,Hand is at Rest
48.844,3,27,Hand is at Rest
48.945,3,29,Hand is at Rest
49.046,3,30,Hand is at Rest
49.146,3,30,Hand is at Rest
49.247,3,29,Hand is at Rest
49.347,3,32,Hand is at Rest
49.447,3,33,Hand is at Rest
49.548,3,37,Hand is at Rest
49.649,3,37,Hand is at Rest
49.75,3,40,Hand is Moving
49.85,3,39,Hand is Moving
49.95,3,37,Hand is at Rest
50.051,3,35,Hand is at Rest
50.151,3,31,Hand is at Rest
50.252,3,32,Hand is at Rest
50.353,3,33,Hand is at Rest
50.453,3,30,Hand is at Rest
50.553,3,29,Hand is at Rest
50.654,3,32,Hand is at Rest
50.754,3,39,Hand is Moving
50.855,3,51,Hand is Moving
50.956,3,76,Hand is Moving
51.056,3,77,Hand is Moving
51.156,3,82,Hand is Moving
51.257,3,79,Hand is Moving
51.357,3,76,Hand is Moving
51.459,3,74,Hand is Moving
51.559,3,82,Hand is Moving
51.659,3,96,Hand is Moving
51.76,3,101,Hand is Moving
51.86,3,103,Hand is Moving
51.96,3,90,Hand is Moving
52.062,3,106,Hand is Moving
52.162,3,113,Hand is Moving
52.262,3,125,Hand is Moving
52.363,3,129,Hand is Moving
52.463,3,131,Hand is Moving
52.563,3,123,Hand is Moving
52.664,3,106,Hand is Moving
52.765,3,94,Hand is Moving
52.866,3,84,Hand is Moving
52.966,3,75,Hand is Moving
53.066,3,59,Hand is Moving
53.167,3,51,Hand is Moving
53.267,3,42,Hand is Moving
53.367,3,37,Hand is at Rest
53.469,3,37,Hand is at Rest
53.569,3,34,Hand is at Rest
53.669,3,31,Hand is at Rest
53.77,3,28,Hand is at Rest
53.87,3,22,Hand is at Rest
53.97,3,17,Hand is at Rest
54.071,3,15,Hand is at Rest
54.171,3,11,Hand is at Rest
54.273,3,8,Hand is at Rest
54.373,3,5,Hand is at Rest
54.473,3,3,Hand is at Rest
54.574,3,4,Hand is at Rest
54.674,3,4,Hand is at Rest
54.774,3,6,Hand is at Rest
54.875,3,7,Hand is at Rest
54.976,3,8,Hand is at Rest
55.076,3,11,Hand is at Rest
55.177,3,15,Hand is at Rest
55.277,3,17,Hand is at Rest
55.377,3,20,Hand is at Rest
55.478,3,22,Hand is at Rest
55.579,3,22,Hand is at Rest
55.68,3,24,Hand is at Rest
55.78,3,25,Hand is at Rest
55.88,3,27,Hand is at Rest
55.981,3,33,Hand is at Rest
56.081,3,39,Hand is Moving
56.181,3,40,Hand is Moving
56.283,3,53,Hand is Moving
56.383,3,58,Hand is Moving
56.483,3,58,Hand is Moving
56.584,3,58,Hand is Moving
56.684,3,64,Hand is Moving
56.784,3,70,Hand is Moving
56.886,3,76,Hand is Moving
56.986,3,81,Hand is Moving
57.086,3,83,Hand is Moving
57.187,3,87,Hand is Moving
57.287,3,81,Hand is Moving
57.388,3,77,Hand is Moving
57.489,3,77,Hand is Moving
57.589,3,81,Hand is Moving
57.69,3,77,Hand is Moving
57.79,3,69,Hand is Moving
57.89,3,62,Hand is Moving
57.991,3,55,Hand is Moving
58.092,3,49,Hand is Moving
58.192,3,45,Hand is Moving
58.293,3,37,Hand is at Rest
58.393,3,33,Hand is at Rest
58.493,3,33,Hand is at Rest
58.594,3,29,Hand is at Rest
58.694,3,27,Hand is at Rest
58.796,3,25,Hand is at Rest
58.896,3,24,Hand is at Rest
58.996,3,22,Hand is at Rest
59.097,3,19,Hand is at Rest
59.197,3,15,Hand is at Rest
59.297,3,14,Hand is at Rest
59.399,3,15,Hand is at Rest
59.499,3,19,Hand is at Rest
59.599,3,24,Hand is at Rest
59.7,3,29,Hand is at Rest
59.8,3,36,Hand is at Rest
59.9,3,37,Hand is at Rest
60.002,3,37,Hand is at Rest
60.102,3,41,Hand is Moving
60.203,3,41,Hand is Moving
60.303,3,41,Hand is Moving
60.403,3,41,Hand is Moving
60.504,3,39,Hand is Moving
60.605,3,41,Hand is Moving
60.705,3,36,Hand is at Rest
60.806,3,34,Hand is at Rest
60.906,3,36,Hand is at Rest
61.006,3,34,Hand is at Rest
61.107,3,30,Hand is at Rest
61.207,3,37,Hand is at Rest
61.308,3,38,Hand is at Rest
61.409,3,41,Hand is Moving
61.509,3,42,Hand is Moving
61.609,3,45,Hand is Moving
61.71,3,53,Hand is Moving
61.81,3,59,Hand is Moving
61.912,3,61,Hand is Moving
62.012,3,68,Hand is Moving
62.112,3,73,Hand is Moving
62.213,3,70,Hand is Moving
62.313,3,72,Hand is Moving
62.413,3,69,Hand is Moving
62.515,3,65,Hand is Moving
62.615,3,57,Hand is Moving
62.715,3,51,Hand is Moving
62.816,3,40,Hand is Moving
62.916,3,31,Hand is at Rest
63.016,3,25,Hand is at Rest
63.118,3,24,Hand is at Rest
0.0,4,-1,Hand is at Rest
0.1,4,-1,Hand is at Rest
0.2,4,-1,Hand is at Rest
0.301,4,-1,Hand is at Rest
0.401,4,1,Hand is at Rest
0.501,4,1,Hand is at Rest
0.602,4,1,Hand is at Rest
0.702,4,2,Hand is at Rest
0.802,4,2,Hand is at Rest
0.903,4,2,Hand is at Rest
1.003,4,3,Hand is at Rest
1.103,4,3,Hand is at Rest
1.205,4,3,Hand is at Rest
1.305,4,3,Hand is at Rest
1.405,4,3,Hand is at Rest
1.506,4,3,Hand is at Rest
1.606,4,4,Hand is at Rest
1.707,4,5,Hand is at Rest
1.807,4,6,Hand is at Rest
1.907,4,7,Hand is at Rest
2.009,4,7,Hand is at Rest
2.109,4,8,Hand is at Rest
2.209,4,8,Hand is at Rest
2.31,4,8,Hand is at Rest
2.41,4,7,Hand is at Rest
2.51,4,8,Hand is at Rest
2.611,4,7,Hand is at Rest
2.711,4,8,Hand is at Rest
2.811,4,6,Hand is at Rest
2.913,4,6,Hand is at Rest
3.013,4,5,Hand is at Rest
3.113,4,4,Hand is at Rest
3.214,4,5,Hand is at Rest
3.314,4,6,Hand is at Rest
3.415,4,7,Hand is at Rest
3.515,4,9,Hand is at Rest
3.615,4,11,Hand is at Rest
3.717,4,14,Hand is at Rest
3.817,4,15,Hand is at Rest
3.917,4,20,Hand is at Rest
4.018,4,22,Hand is at Rest
4.118,4,22,Hand is at Rest
4.218,4,23,Hand is at Rest
4.319,4,27,Hand is at Rest
4.419,4,30,Hand is at Rest
4.52,4,31,Hand is at Rest
4.621,4,31,Hand is at Rest
4.721,4,29,Hand is at Rest
4.822,4,29,Hand is at Rest
4.922,4,23,Hand is at Rest
5.022,4,21,Hand is at Rest
5.123,4,21,Hand is at Rest
5.223,4,21,Hand is at Rest
5.323,4,18,Hand is at Rest
5.425,4,16,Hand is at Rest
5.525,4,14,Hand is at Rest
5.625,4,13,Hand is at Rest
5.726,4,17,Hand is at Rest
5.826,4,28,Hand is at Rest
5.926,4,42,Hand is at Rest
6.027,4,44,Hand is at Rest
6.127,4,45,Hand is at Rest
6.228,4,44,Hand is at Rest
6.329,4,45,Hand is at Rest
6.429,4,52,Hand is at Rest
6.53,4,60,Hand is at Rest
6.63,4,59,Hand is at Rest
6.73,4,54,Hand is at Rest
6.831,4,46,Hand is at Rest
6.931,4,38,Hand is at Rest
7.032,4,46,Hand is at Rest
7.133,4,53,Hand is at Rest
7.233,4,63,Hand is at Rest
7.333,4,71,Hand is Moving
7.434,4,70,Hand is Moving
7.534,4,68,Hand is Moving
7.634,4,71,Hand is Moving
7.735,4,71,Hand is Moving
7.835,4,68,Hand is Moving
7.937,4,62,Hand is at Rest
8.037,4,54,Hand is at Rest
8.137,4,45,Hand is at Rest
8.238,4,36,Hand is at Rest
8.338,4,26,Hand is at Rest
8.438,4,20,Hand is at Rest
8.539,4,14,Hand is at Rest
8.639,4,10,Hand is at Rest
8.74,4,10,Hand is at Rest
8.841,4,11,Hand is at Rest
8.941,4,10,Hand is at Rest
9.041,4,10,Hand is at Rest
9.142,4,10,Hand is at Rest
9.242,4,8,Hand is at Rest
9.342,4,8,Hand is at Rest
9.443,4,6,Hand is at Rest
9.544,4,7,Hand is at Rest
9.645,4,7,Hand is at Rest
9.745,4,6,Hand is at Rest
9.845,4,5,Hand is at Rest
9.946,4,5,Hand is at Rest
10.046,4,4,Hand is at Rest
10.146,4,4,Hand is at Rest
10.247,4,4,Hand is at Rest
10.348,4,4,Hand is at Rest
10.448,4,4,Hand is at Rest
10.549,4,3,Hand is at Rest
10.649,4,4,Hand is at Rest
10.749,4,5,Hand is at Rest
10.85,4,6,Hand is at Rest
10.951,4,7,Hand is at Rest
11.052,4,7,Hand is at Rest
11.152,4,7,Hand is at Rest
11.252,4,8,Hand is at Rest
11.353,4,7,Hand is at Rest
11.453,4,8,Hand is at Rest
11.554,4,8,Hand is at Rest
11.655,4,7,Hand is at Rest
11.755,4,7,Hand is at Rest
11.855,4,11,Hand is at Rest
11.956,4,16,Hand is at Rest
12.056,4,23,Hand is at Rest
12.156,4,30,Hand is at Rest
12.258,4,37,Hand is at Rest
12.358,4,48,Hand is at Rest
12.459,4,61,Hand is at Rest
12.559,4,61,Hand is at Rest
12.659,4,62,Hand is at Rest
12.76,4,66,Hand is Moving
12.861,4,64,Hand is at Rest
12.961,4,65,Hand is Moving
13.062,4,66,Hand is Moving
13.162,4,66,Hand is Moving
13.262,4,62,Hand is at Rest
13.363,4,58,Hand is at Rest
13.464,4,50,Hand is at Rest
13.564,4,66,Hand is Moving
13.665,4,66,Hand is Moving
13.765,4,69,Hand is Moving
13.865,4,72,Hand is Moving
13.966,4,67,Hand is Moving
14.067,4,61,Hand is at Rest
14.168,4,57,Hand is at Rest
14.268,4,61,Hand is at Rest
14.368,4,57,Hand is at Rest
14.469,4,61,Hand is at Rest
14.569,4,45,Hand is at Rest
14.67,4,53,Hand is at Rest
14.771,4,46,Hand is at Rest
14.871,4,46,Hand is at Rest
14.971,4,51,Hand is at Rest
15.072,4,67,Hand is Moving
15.172,4,85,Hand is Moving
15.272,4,99,Hand is Moving
15.374,4,120,Hand is Moving
15.474,4,134,Hand is Moving
15.575,4,158,Hand is Moving
15.675,4,166,Hand is Moving
15.775,4,172,Hand is Moving
15.876,4,169,Hand is Moving
15.977,4,163,Hand is Moving
16.077,4,146,Hand is Moving
16.178,4,126,Hand is Moving
16.278,4,106,Hand is Moving
16.378,4,82,Hand is Moving
16.479,4,58,Hand is at Rest
16.58,4,36,Hand is at Rest
16.68,4,20,Hand is at Rest
16.781,4,14,Hand is at Rest
16.881,4,11,Hand is at Rest
16.982,4,11,Hand is at Rest
17.082,4,12,Hand is at Rest
17.183,4,11,Hand is at Rest
17.284,4,10,Hand is at Rest
17.384,4,10,Hand is at Rest
17.484,4,10,Hand is at Rest
17.585,4,8,Hand is at Rest
17.685,4,7,Hand is at Rest
17.785,4,6,Hand is at Rest
17.887,4,5,Hand is at Rest
17.987,4,3,Hand is at Rest
18.087,4,3,Hand is at Rest
18.188,4,2,Hand is at Rest
18.288,4,2,Hand is at Rest
18.388,4,2,Hand is at Rest
18.49,4,3,Hand is at Rest
18.59,4,5,Hand is at Rest
18.691,4,8,Hand is at Rest
18.791,4,12,Hand is at Rest
18.891,4,21,Hand is at Rest
18.992,4,28,Hand is at Rest
19.093,4,41,Hand is at Rest
19.193,4,53,Hand is at Rest
19.294,4,65,Hand is Moving
19.394,4,78,Hand is Moving
19.494,4,91,Hand is Moving
19.595,4,92,Hand is Moving
19.696,4,97,Hand is Moving
19.796,4,95,Hand is Moving
19.897,4,88,Hand is Moving
19.997,4,81,Hand is Moving
20.098,4,69,Hand is Moving
20.198,4,64,Hand is at Rest
20.299,4,59,Hand is at Rest
20.4,4,56,Hand is at Rest
20.5,4,51,Hand is at Rest
20.6,4,62,Hand is at Rest
20.701,4,61,Hand is at Rest
20.801,4,59,Hand is at Rest
20.901,4,65,Hand is Moving
21.003,4,65,Hand is Moving
21.103,4,71,Hand is Moving
21.203,4,69,Hand is Moving
21.304,4,64,Hand is at Rest
21.404,4,60,Hand is at Rest
21.505,4,55,Hand is at Rest
21.606,4,49,Hand is at Rest
21.706,4,52,Hand is at Rest
21.807,4,68,Hand is Moving
21.907,4,79,Hand is Moving
22.007,4,99,Hand is Moving
22.108,4,118,Hand is Moving
22.209,4,140,Hand is Moving
22.309,4,166,Hand is Moving
22.41,4,187,Hand is Moving
22.51,4,193,Hand is Moving
22.61,4,195,Hand is Moving
22.711,4,195,Hand is Moving
22.812,4,182,Hand is Moving
22.913,4,165,Hand is Moving
23.013,4,146,Hand is Moving
23.113,4,122,Hand is Moving
23.214,4,96,Hand is Moving
23.314,4,68,Hand is Moving
23.415,4,41,Hand is at Rest
23.516,4,31,Hand is at Rest
23.616,4,22,Hand is at Rest
23.716,4,15,Hand is at Rest
23.817,4,12,Hand is at Rest
23.917,4,10,Hand is at Rest
24.018,4,9,Hand is at Rest
24.119,4,9,Hand is at Rest
24.219,4,8,Hand is at Rest
24.32,4,9,Hand is at Rest
24.42,4,10,Hand is at Rest
24.52,4,9,Hand is at Rest
24.621,4,9,Hand is at Rest
24.722,4,8,Hand is at Rest
24.822,4,8,Hand is at Rest
24.923,4,8,Hand is at Rest
25.023,4,7,Hand is at Rest
25.123,4,5,Hand is at Rest
25.224,4,5,Hand is at Rest
25.325,4,5,Hand is at Rest
25.425,4,4,Hand is at Rest
25.526,4,5,Hand is at Rest
25.626,4,7,Hand is at Rest
25.726,4,8,Hand is at Rest
25.827,4,10,Hand is at Rest
25.928,4,15,Hand is at Rest
26.029,4,20,Hand is at Rest
26.129,4,26,Hand is at Rest
26.229,4,36,Hand is at Rest
26.33,4,43,Hand is at Rest
26.43,4,58,Hand is at Rest
26.531,4,71,Hand is Moving
26.632,4,83,Hand is Moving
26.732,4,86,Hand is Moving
26.832,4,102,Hand is Moving
26.933,4,110,Hand is Moving
27.033,4,130,Hand is Moving
27.134,4,150,Hand is Moving
27.235,4,153,Hand is Moving
27.335,4,172,Hand is Moving
27.436,4,186,Hand is Moving
27.536,4,188,Hand is Moving
27.636,4,192,Hand is Moving
27.738,4,197,Hand is Moving
27.838,4,196,Hand is Moving
27.938,4,203,Hand is Moving
28.039,4,191,Hand is Moving
28.139,4,184,Hand is Moving
28.239,4,171,Hand is Moving
28.341,4,168,Hand is Moving
28.441,4,161,Hand is Moving
28.541,4,171,Hand is Moving
28.642,4,180,Hand is Moving
28.742,4,199,Hand is Moving
28.843,4,217,Hand is Moving
28.944,4,228,Hand is Moving
29.044,4,232,Hand is Moving
29.145,4,235,Hand is Moving
29.245,4,247,Hand is Moving
29.345,4,230,Hand is Moving
29.446,4,217,Hand is Moving
29.547,4,191,Hand is Moving
29.647,4,166,Hand is Moving
29.748,4,140,Hand is Moving
29.848,4,106,Hand is Moving
29.948,4,76,Hand is Moving
30.049,4,61,Hand is at Rest
30.15,4,43,Hand is at Rest
30.251,4,31,Hand is at Rest
30.351,4,26,Hand is at Rest
30.451,4,18,Hand is at Rest
30.552,4,18,Hand is at Rest
30.652,4,17,Hand is at Rest
30.753,4,16,Hand is at Rest
30.854,4,15,Hand is at Rest
30.954,4,14,Hand is at Rest
31.054,4,11,Hand is at Rest
31.155,4,10,Hand is at Rest
31.255,4,8,Hand is at Rest
31.355,4,7,Hand is at Rest
31.457,4,7,Hand is at Rest
31.557,4,7,Hand is at Rest
31.657,4,8,Hand is at Rest
31.758,4,12,Hand is at Rest
31.858,4,17,Hand is at Rest
31.959,4,29,Hand is at Rest
32.06,4,46,Hand is at Rest
32.16,4,64,Hand is at Rest
32.261,4,86,Hand is Moving
32.361,4,102,Hand is Moving
32.461,4,117,Hand is Moving
32.562,4,145,Hand is Moving
32.663,4,165,Hand is Moving
32.763,4,169,Hand is Moving
32.864,4,172,Hand is Moving
32.964,4,170,Hand is Moving
33.064,4,168,Hand is Moving
33.165,4,168,Hand is Moving
33.266,4,159,Hand is Moving
33.367,4,166,Hand is Moving
33.467,4,159,Hand is Moving
33.567,4,142,Hand is Moving
33.668,4,130,Hand is Moving
33.768,4,131,Hand is Moving
33.869,4,127,Hand is Moving
33.97,4,122,Hand is Moving
34.07,4,108,Hand is Moving
34.17,4,89,Hand is Moving
34.271,4,76,Hand is Moving
34.371,4,56,Hand is at Rest
34.472,4,62,Hand is at Rest
34.573,4,69,Hand is Moving
34.673,4,65,Hand is Moving
34.774,4,65,Hand is Moving
34.874,4,80,Hand is Moving
34.974,4,94,Hand is Moving
35.075,4,118,Hand is Moving
35.176,4,145,Hand is Moving
35.276,4,171,Hand is Moving
35.377,4,182,Hand is Moving
35.477,4,183,Hand is Moving
35.577,4,174,Hand is Moving
35.678,4,175,Hand is Moving
35.779,4,168,Hand is Moving
35.879,4,150,Hand is Moving
35.98,4,131,Hand is Moving
36.08,4,107,Hand is Moving
36.18,4,82,Hand is Moving
36.281,4,56,Hand is at Rest
36.382,4,42,Hand is at Rest
36.483,4,27,Hand is at Rest
36.583,4,19,Hand is at Rest
36.683,4,12,Hand is at Rest
36.784,4,10,Hand is at Rest
36.884,4,10,Hand is at Rest
36.985,4,10,Hand is at Rest
37.086,4,9,Hand is at Rest
37.186,4,8,Hand is at Rest
37.286,4,7,Hand is at Rest
37.387,4,6,Hand is at Rest
37.487,4,5,Hand is at Rest
37.588,4,4,Hand is at Rest
37.689,4,5,Hand is at Rest
37.789,4,4,Hand is at Rest
37.89,4,5,Hand is at Rest
37.99,4,5,Hand is at Rest
38.09,4,6,Hand is at Rest
38.192,4,6,Hand is at Rest
38.292,4,7,Hand is at Rest
38.392,4,9,Hand is at Rest
38.493,4,10,Hand is at Rest
38.593,4,13,Hand is at Rest
38.693,4,19,Hand is at Rest
38.795,4,27,Hand is at Rest
38.895,4,37,Hand is at Rest
38.995,4,46,Hand is at Rest
39.096,4,61,Hand is at Rest
39.196,4,80,Hand is Moving
39.297,4,110,Hand is Moving
39.398,4,138,Hand is Moving
39.498,4,168,Hand is Moving
39.599,4,180,Hand is Moving
39.699,4,174,Hand is Moving
39.799,4,170,Hand is Moving
39.9,4,172,Hand is Moving
40.001,4,178,Hand is Moving
40.101,4,180,Hand is Moving
40.202,4,166,Hand is Moving
40.302,4,139,Hand is Moving
40.402,4,124,Hand is Moving
40.503,4,106,Hand is Moving
40.604,4,102,Hand is Moving
40.705,4,112,Hand is Moving
40.805,4,119,Hand is Moving
40.905,4,111,Hand is Moving
41.006,4,115,Hand is Moving
41.107,4,125,Hand is Moving
41.207,4,143,Hand is Moving
41.308,4,174,Hand is Moving
41.408,4,196,Hand is Moving
41.508,4,220,Hand is Moving
41.609,4,239,Hand is Moving
41.71,4,246,Hand is Moving
41.81,4,250,Hand is Moving
41.911,4,260,Hand is Moving
42.011,4,247,Hand is Moving
42.112,4,224,Hand is Moving
42.212,4,201,Hand is Moving
42.313,4,167,Hand is Moving
42.414,4,130,Hand is Moving
42.514,4,94,Hand is Moving
42.614,4,65,Hand is Moving
42.715,4,47,Hand is at Rest
42.815,4,34,Hand is at Rest
42.915,4,21,Hand is at Rest
43.017,4,16,Hand is at Rest
43.117,4,13,Hand is at Rest
43.217,4,15,Hand is at Rest
43.318,4,16,Hand is at Rest
43.418,4,17,Hand is at Rest
43.518,4,16,Hand is at Rest
43.62,4,15,Hand is at Rest
43.72,4,14,Hand is at Rest
43.821,4,13,Hand is at Rest
43.921,4,11,Hand is at Rest
44.021,4,10,Hand is at Rest
44.122,4,9,Hand is at Rest
44.223,4,7,Hand is at Rest
44.323,4,6,Hand is at Rest
44.424,4,4,Hand is at Rest
44.524,4,5,Hand is at Rest
44.624,4,5,Hand is at Rest
44.725,4,6,Hand is at Rest
44.826,4,6,Hand is at Rest
44.926,4,7,Hand is at Rest
45.027,4,6,Hand is at Rest
45.127,4,8,Hand is at Rest
45.228,4,8,Hand is at Rest
45.328,4,10,Hand is at Rest
45.428,4,10,Hand is at Rest
45.53,4,11,Hand is at Rest
45.63,4,14,Hand is at Rest
45.73,4,23,Hand is at Rest
45.831,4,38,Hand is at Rest
45.931,4,64,Hand is at Rest
46.031,4,100,Hand is Moving
46.133,4,121,Hand is Moving
46.233,4,160,Hand is Moving
46.333,4,175,Hand is Moving
46.434,4,183,Hand is Moving
46.534,4,194,Hand is Moving
46.635,4,196,Hand is Moving
46.736,4,186,Hand is Moving
46.836,4,182,Hand is Moving
46.937,4,161,Hand is Moving
47.037,4,142,Hand is Moving
47.137,4,135,Hand is Moving
47.238,4,124,Hand is Moving
47.339,4,122,Hand is Moving
